,0
8491,2011-04-26 23:35:00-04:00
8492,2011-04-26 23:36:00-04:00
8493,2011-04-26 23:37:00-04:00
8494,2011-04-26 23:38:00-04:00
8495,2011-04-26 23:39:00-04:00
8496,2011-04-26 23:40:00-04:00
8497,2011-04-26 23:41:00-04:00
8498,2011-04-26 23:42:00-04:00
8499,2011-04-26 23:43:00-04:00
8500,2011-04-26 23:44:00-04:00
8501,2011-04-26 23:45:00-04:00
8502,2011-04-26 23:46:00-04:00
8503,2011-04-26 23:47:00-04:00
8504,2011-04-26 23:48:00-04:00
8505,2011-04-26 23:49:00-04:00
8506,2011-04-26 23:50:00-04:00
8507,2011-04-26 23:51:00-04:00
8508,2011-04-26 23:52:00-04:00
8509,2011-04-26 23:53:00-04:00
8510,2011-04-26 23:54:00-04:00
8511,2011-04-26 23:55:00-04:00
8512,2011-04-26 23:56:00-04:00
8513,2011-04-26 23:57:00-04:00
8514,2011-04-26 23:58:00-04:00
8515,2011-04-26 23:59:00-04:00
8516,2011-04-27 00:00:00-04:00
8517,2011-04-27 00:01:00-04:00
8518,2011-04-27 00:02:00-04:00
8519,2011-04-27 00:03:00-04:00
8520,2011-04-27 00:04:00-04:00
8521,2011-04-27 00:05:00-04:00
8522,2011-04-27 00:06:00-04:00
8523,2011-04-27 00:07:00-04:00
8524,2011-04-27 00:08:00-04:00
8525,2011-04-27 00:09:00-04:00
8526,2011-04-27 00:10:00-04:00
8527,2011-04-27 00:11:00-04:00
8528,2011-04-27 00:12:00-04:00
8529,2011-04-27 00:13:00-04:00
8530,2011-04-27 00:14:00-04:00
8531,2011-04-27 00:15:00-04:00
8532,2011-04-27 00:16:00-04:00
8533,2011-04-27 00:17:00-04:00
8534,2011-04-27 00:18:00-04:00
8535,2011-04-27 00:19:00-04:00
8536,2011-04-27 00:20:00-04:00
8537,2011-04-27 00:21:00-04:00
8538,2011-04-27 00:22:00-04:00
8539,2011-04-27 00:23:00-04:00
8540,2011-04-27 00:24:00-04:00
8541,2011-04-27 00:25:00-04:00
8542,2011-04-27 00:26:00-04:00
8543,2011-04-27 00:27:00-04:00
8544,2011-04-27 00:28:00-04:00
8545,2011-04-27 00:29:00-04:00
8546,2011-04-27 00:30:00-04:00
8547,2011-04-27 00:31:00-04:00
8548,2011-04-27 00:32:00-04:00
8549,2011-04-27 00:33:00-04:00
8550,2011-04-27 00:34:00-04:00
8551,2011-04-27 00:35:00-04:00
8552,2011-04-27 00:36:00-04:00
8553,2011-04-27 00:37:00-04:00
8554,2011-04-27 00:38:00-04:00
8555,2011-04-27 00:39:00-04:00
8556,2011-04-27 00:40:00-04:00
8557,2011-04-27 00:41:00-04:00
8558,2011-04-27 00:42:00-04:00
8559,2011-04-27 00:43:00-04:00
8560,2011-04-27 00:44:00-04:00
8561,2011-04-27 00:45:00-04:00
8562,2011-04-27 00:46:00-04:00
8563,2011-04-27 00:47:00-04:00
8564,2011-04-27 00:48:00-04:00
8565,2011-04-27 00:49:00-04:00
8566,2011-04-27 00:50:00-04:00
8567,2011-04-27 00:51:00-04:00
8568,2011-04-27 00:52:00-04:00
8569,2011-04-27 00:53:00-04:00
8570,2011-04-27 00:54:00-04:00
8571,2011-04-27 00:55:00-04:00
8572,2011-04-27 00:56:00-04:00
8573,2011-04-27 00:57:00-04:00
8574,2011-04-27 00:58:00-04:00
8575,2011-04-27 00:59:00-04:00
8576,2011-04-27 01:00:00-04:00
8577,2011-04-27 01:01:00-04:00
8578,2011-04-27 01:02:00-04:00
8579,2011-04-27 01:03:00-04:00
8580,2011-04-27 01:04:00-04:00
8581,2011-04-27 01:05:00-04:00
8582,2011-04-27 01:06:00-04:00
8583,2011-04-27 01:07:00-04:00
8584,2011-04-27 01:08:00-04:00
8585,2011-04-27 01:09:00-04:00
8586,2011-04-27 01:10:00-04:00
8587,2011-04-27 01:11:00-04:00
8588,2011-04-27 01:12:00-04:00
8589,2011-04-27 01:13:00-04:00
8590,2011-04-27 01:14:00-04:00
8591,2011-04-27 01:15:00-04:00
8592,2011-04-27 01:16:00-04:00
8593,2011-04-27 01:17:00-04:00
8594,2011-04-27 01:18:00-04:00
8595,2011-04-27 01:19:00-04:00
8596,2011-04-27 01:20:00-04:00
8597,2011-04-27 01:21:00-04:00
8598,2011-04-27 01:22:00-04:00
8599,2011-04-27 01:23:00-04:00
8600,2011-04-27 01:24:00-04:00
8601,2011-04-27 01:25:00-04:00
8602,2011-04-27 01:26:00-04:00
8603,2011-04-27 01:27:00-04:00
8604,2011-04-27 01:28:00-04:00
8605,2011-04-27 01:29:00-04:00
8606,2011-04-27 01:30:00-04:00
8607,2011-04-27 01:31:00-04:00
8608,2011-04-27 01:32:00-04:00
8609,2011-04-27 01:33:00-04:00
8610,2011-04-27 01:34:00-04:00
8611,2011-04-27 01:35:00-04:00
8612,2011-04-27 01:36:00-04:00
8613,2011-04-27 01:37:00-04:00
8614,2011-04-27 01:38:00-04:00
8615,2011-04-27 01:39:00-04:00
8616,2011-04-27 01:40:00-04:00
8617,2011-04-27 01:41:00-04:00
8618,2011-04-27 01:42:00-04:00
8619,2011-04-27 01:43:00-04:00
8620,2011-04-27 01:44:00-04:00
8621,2011-04-27 01:45:00-04:00
8622,2011-04-27 01:46:00-04:00
8623,2011-04-27 01:47:00-04:00
8624,2011-04-27 01:48:00-04:00
8625,2011-04-27 01:49:00-04:00
8626,2011-04-27 01:50:00-04:00
8627,2011-04-27 01:51:00-04:00
8628,2011-04-27 01:52:00-04:00
8629,2011-04-27 01:53:00-04:00
8630,2011-04-27 01:54:00-04:00
8631,2011-04-27 01:55:00-04:00
8632,2011-04-27 01:56:00-04:00
8633,2011-04-27 01:57:00-04:00
8634,2011-04-27 01:58:00-04:00
8635,2011-04-27 01:59:00-04:00
8636,2011-04-27 02:00:00-04:00
8637,2011-04-27 02:01:00-04:00
8638,2011-04-27 02:02:00-04:00
8639,2011-04-27 02:03:00-04:00
8640,2011-04-27 02:04:00-04:00
8641,2011-04-27 02:05:00-04:00
8642,2011-04-27 02:06:00-04:00
8643,2011-04-27 02:07:00-04:00
8644,2011-04-27 02:08:00-04:00
8645,2011-04-27 02:09:00-04:00
8646,2011-04-27 02:10:00-04:00
8647,2011-04-27 02:11:00-04:00
8648,2011-04-27 02:12:00-04:00
8649,2011-04-27 02:13:00-04:00
8650,2011-04-27 02:14:00-04:00
8651,2011-04-27 02:15:00-04:00
8652,2011-04-27 02:16:00-04:00
8653,2011-04-27 02:17:00-04:00
8654,2011-04-27 02:18:00-04:00
8655,2011-04-27 02:19:00-04:00
8656,2011-04-27 02:20:00-04:00
8657,2011-04-27 02:21:00-04:00
8658,2011-04-27 02:22:00-04:00
8659,2011-04-27 02:23:00-04:00
8660,2011-04-27 02:24:00-04:00
8661,2011-04-27 02:25:00-04:00
8662,2011-04-27 02:26:00-04:00
8663,2011-04-27 02:27:00-04:00
8664,2011-04-27 02:28:00-04:00
8665,2011-04-27 02:29:00-04:00
8666,2011-04-27 02:30:00-04:00
8667,2011-04-27 02:31:00-04:00
8668,2011-04-27 02:32:00-04:00
8669,2011-04-27 02:33:00-04:00
8670,2011-04-27 02:34:00-04:00
8671,2011-04-27 02:35:00-04:00
8672,2011-04-27 02:36:00-04:00
8673,2011-04-27 02:37:00-04:00
8674,2011-04-27 02:38:00-04:00
8675,2011-04-27 02:39:00-04:00
8676,2011-04-27 02:40:00-04:00
8677,2011-04-27 02:41:00-04:00
8678,2011-04-27 02:42:00-04:00
8679,2011-04-27 02:43:00-04:00
8680,2011-04-27 02:44:00-04:00
8681,2011-04-27 02:45:00-04:00
8682,2011-04-27 02:46:00-04:00
8683,2011-04-27 02:47:00-04:00
8684,2011-04-27 02:48:00-04:00
8685,2011-04-27 02:49:00-04:00
8686,2011-04-27 02:50:00-04:00
8687,2011-04-27 02:51:00-04:00
8688,2011-04-27 02:52:00-04:00
8689,2011-04-27 02:53:00-04:00
8690,2011-04-27 02:54:00-04:00
8691,2011-04-27 02:55:00-04:00
8692,2011-04-27 02:56:00-04:00
8693,2011-04-27 02:57:00-04:00
8694,2011-04-27 02:58:00-04:00
8695,2011-04-27 02:59:00-04:00
8696,2011-04-27 03:00:00-04:00
8697,2011-04-27 03:01:00-04:00
8698,2011-04-27 03:02:00-04:00
8699,2011-04-27 03:03:00-04:00
8700,2011-04-27 03:04:00-04:00
8701,2011-04-27 03:05:00-04:00
8702,2011-04-27 03:06:00-04:00
8703,2011-04-27 03:07:00-04:00
8704,2011-04-27 03:08:00-04:00
8705,2011-04-27 03:09:00-04:00
8706,2011-04-27 03:10:00-04:00
8707,2011-04-27 03:11:00-04:00
8708,2011-04-27 03:12:00-04:00
8709,2011-04-27 03:13:00-04:00
8710,2011-04-27 03:14:00-04:00
8711,2011-04-27 03:15:00-04:00
8712,2011-04-27 03:16:00-04:00
8713,2011-04-27 03:17:00-04:00
8714,2011-04-27 03:21:00-04:00
8715,2011-04-27 03:22:00-04:00
8716,2011-04-27 03:23:00-04:00
8717,2011-04-27 03:24:00-04:00
8718,2011-04-27 03:25:00-04:00
8719,2011-04-27 03:26:00-04:00
8720,2011-04-27 03:27:00-04:00
8721,2011-04-27 03:28:00-04:00
8722,2011-04-27 03:29:00-04:00
8723,2011-04-27 03:30:00-04:00
8724,2011-04-27 03:31:00-04:00
8725,2011-04-27 03:32:00-04:00
8726,2011-04-27 03:33:00-04:00
8727,2011-04-27 03:34:00-04:00
8728,2011-04-27 03:35:00-04:00
8729,2011-04-27 03:36:00-04:00
8730,2011-04-27 03:37:00-04:00
8731,2011-04-27 03:38:00-04:00
8732,2011-04-27 03:39:00-04:00
8733,2011-04-27 03:40:00-04:00
8734,2011-04-27 03:41:00-04:00
8735,2011-04-27 03:42:00-04:00
8736,2011-04-27 03:43:00-04:00
8737,2011-04-27 03:44:00-04:00
8738,2011-04-27 03:45:00-04:00
8739,2011-04-27 03:46:00-04:00
8740,2011-04-27 03:47:00-04:00
8741,2011-04-27 03:48:00-04:00
8742,2011-04-27 03:49:00-04:00
8743,2011-04-27 03:50:00-04:00
8744,2011-04-27 03:51:00-04:00
8745,2011-04-27 03:52:00-04:00
8746,2011-04-27 03:53:00-04:00
8747,2011-04-27 03:54:00-04:00
8748,2011-04-27 03:55:00-04:00
8749,2011-04-27 03:56:00-04:00
8750,2011-04-27 03:57:00-04:00
8751,2011-04-27 03:58:00-04:00
8752,2011-04-27 03:59:00-04:00
8753,2011-04-27 04:00:00-04:00
8754,2011-04-27 04:01:00-04:00
8755,2011-04-27 04:02:00-04:00
8756,2011-04-27 04:03:00-04:00
8757,2011-04-27 04:04:00-04:00
8758,2011-04-27 04:05:00-04:00
8759,2011-04-27 04:06:00-04:00
8760,2011-04-27 04:07:00-04:00
8761,2011-04-27 04:08:00-04:00
8762,2011-04-27 04:09:00-04:00
8763,2011-04-27 04:10:00-04:00
8764,2011-04-27 04:11:00-04:00
8765,2011-04-27 04:12:00-04:00
8766,2011-04-27 04:13:00-04:00
8767,2011-04-27 04:14:00-04:00
8768,2011-04-27 04:15:00-04:00
8769,2011-04-27 04:16:00-04:00
8770,2011-04-27 04:17:00-04:00
8771,2011-04-27 04:18:00-04:00
8772,2011-04-27 04:19:00-04:00
8773,2011-04-27 04:20:00-04:00
8774,2011-04-27 04:21:00-04:00
8775,2011-04-27 04:22:00-04:00
8776,2011-04-27 04:23:00-04:00
8777,2011-04-27 04:24:00-04:00
8778,2011-04-27 04:25:00-04:00
8779,2011-04-27 04:26:00-04:00
8780,2011-04-27 04:27:00-04:00
8781,2011-04-27 04:28:00-04:00
8782,2011-04-27 04:29:00-04:00
8783,2011-04-27 04:30:00-04:00
8784,2011-04-27 04:31:00-04:00
8785,2011-04-27 04:32:00-04:00
8786,2011-04-27 04:33:00-04:00
8787,2011-04-27 04:34:00-04:00
8788,2011-04-27 04:35:00-04:00
8789,2011-04-27 04:36:00-04:00
8790,2011-04-27 04:37:00-04:00
8791,2011-04-27 04:38:00-04:00
8792,2011-04-27 04:39:00-04:00
8793,2011-04-27 04:40:00-04:00
8794,2011-04-27 04:41:00-04:00
8795,2011-04-27 04:42:00-04:00
8796,2011-04-27 04:43:00-04:00
8797,2011-04-27 04:44:00-04:00
8798,2011-04-27 04:45:00-04:00
8799,2011-04-27 04:46:00-04:00
8800,2011-04-27 04:47:00-04:00
8801,2011-04-27 04:48:00-04:00
8802,2011-04-27 04:49:00-04:00
8803,2011-04-27 04:50:00-04:00
8804,2011-04-27 04:51:00-04:00
8805,2011-04-27 04:52:00-04:00
8806,2011-04-27 04:53:00-04:00
8807,2011-04-27 04:54:00-04:00
8808,2011-04-27 04:55:00-04:00
8809,2011-04-27 04:56:00-04:00
8810,2011-04-27 04:57:00-04:00
8811,2011-04-27 04:58:00-04:00
8812,2011-04-27 04:59:00-04:00
8813,2011-04-27 05:00:00-04:00
8814,2011-04-27 05:01:00-04:00
8815,2011-04-27 05:02:00-04:00
8816,2011-04-27 05:03:00-04:00
8817,2011-04-27 05:04:00-04:00
8818,2011-04-27 05:05:00-04:00
8819,2011-04-27 05:06:00-04:00
8820,2011-04-27 05:07:00-04:00
8821,2011-04-27 05:08:00-04:00
8822,2011-04-27 05:09:00-04:00
8823,2011-04-27 05:10:00-04:00
8824,2011-04-27 05:11:00-04:00
8825,2011-04-27 05:12:00-04:00
8826,2011-04-27 05:13:00-04:00
8827,2011-04-27 05:14:00-04:00
8828,2011-04-27 05:15:00-04:00
8829,2011-04-27 05:16:00-04:00
8830,2011-04-27 05:17:00-04:00
8831,2011-04-27 05:18:00-04:00
8832,2011-04-27 05:19:00-04:00
8833,2011-04-27 05:20:00-04:00
8834,2011-04-27 05:21:00-04:00
8835,2011-04-27 05:22:00-04:00
8836,2011-04-27 05:23:00-04:00
8837,2011-04-27 05:24:00-04:00
8838,2011-04-27 05:25:00-04:00
8839,2011-04-27 05:26:00-04:00
8840,2011-04-27 05:27:00-04:00
8841,2011-04-27 05:28:00-04:00
8842,2011-04-27 05:29:00-04:00
8843,2011-04-27 05:30:00-04:00
8844,2011-04-27 05:31:00-04:00
8845,2011-04-27 05:32:00-04:00
8846,2011-04-27 05:33:00-04:00
8847,2011-04-27 05:34:00-04:00
8848,2011-04-27 05:35:00-04:00
8849,2011-04-27 05:36:00-04:00
8850,2011-04-27 05:37:00-04:00
8851,2011-04-27 05:38:00-04:00
8852,2011-04-27 05:39:00-04:00
8853,2011-04-27 05:40:00-04:00
8854,2011-04-27 05:41:00-04:00
8855,2011-04-27 05:42:00-04:00
8856,2011-04-27 05:43:00-04:00
8857,2011-04-27 05:44:00-04:00
8858,2011-04-27 05:45:00-04:00
8859,2011-04-27 05:46:00-04:00
8860,2011-04-27 05:47:00-04:00
8861,2011-04-27 05:48:00-04:00
8862,2011-04-27 05:49:00-04:00
8863,2011-04-27 05:50:00-04:00
8864,2011-04-27 05:51:00-04:00
8865,2011-04-27 05:52:00-04:00
8866,2011-04-27 05:53:00-04:00
8867,2011-04-27 05:54:00-04:00
8868,2011-04-27 05:55:00-04:00
8869,2011-04-27 05:56:00-04:00
8870,2011-04-27 05:57:00-04:00
8871,2011-04-27 05:58:00-04:00
8872,2011-04-27 05:59:00-04:00
8873,2011-04-27 06:00:00-04:00
8874,2011-04-27 06:01:00-04:00
8875,2011-04-27 06:02:00-04:00
8876,2011-04-27 06:03:00-04:00
8877,2011-04-27 06:04:00-04:00
8878,2011-04-27 06:05:00-04:00
8879,2011-04-27 06:06:00-04:00
8880,2011-04-27 06:07:00-04:00
8881,2011-04-27 06:08:00-04:00
8882,2011-04-27 06:09:00-04:00
8883,2011-04-27 06:10:00-04:00
8884,2011-04-27 06:11:00-04:00
8885,2011-04-27 06:12:00-04:00
8886,2011-04-27 06:13:00-04:00
8887,2011-04-27 06:14:00-04:00
8888,2011-04-27 06:15:00-04:00
8889,2011-04-27 06:16:00-04:00
8890,2011-04-27 06:17:00-04:00
8891,2011-04-27 06:18:00-04:00
8892,2011-04-27 06:19:00-04:00
8893,2011-04-27 06:20:00-04:00
8894,2011-04-27 06:21:00-04:00
8895,2011-04-27 06:22:00-04:00
8896,2011-04-27 06:23:00-04:00
8897,2011-04-27 06:24:00-04:00
8898,2011-04-27 06:25:00-04:00
8899,2011-04-27 06:26:00-04:00
8900,2011-04-27 06:27:00-04:00
8901,2011-04-27 06:28:00-04:00
8902,2011-04-27 06:29:00-04:00
8903,2011-04-27 06:30:00-04:00
8904,2011-04-27 06:31:00-04:00
8905,2011-04-27 06:32:00-04:00
8906,2011-04-27 06:33:00-04:00
8907,2011-04-27 06:34:00-04:00
8908,2011-04-27 06:35:00-04:00
8909,2011-04-27 06:36:00-04:00
8910,2011-04-27 06:37:00-04:00
8911,2011-04-27 06:38:00-04:00
8912,2011-04-27 06:39:00-04:00
8913,2011-04-27 06:40:00-04:00
8914,2011-04-27 06:41:00-04:00
8915,2011-04-27 06:42:00-04:00
8916,2011-04-27 06:43:00-04:00
8917,2011-04-27 06:44:00-04:00
8918,2011-04-27 06:45:00-04:00
8919,2011-04-27 06:46:00-04:00
8920,2011-04-27 06:47:00-04:00
8921,2011-04-27 06:48:00-04:00
8922,2011-04-27 06:49:00-04:00
8923,2011-04-27 06:50:00-04:00
8924,2011-04-27 06:51:00-04:00
8925,2011-04-27 06:52:00-04:00
8926,2011-04-27 06:53:00-04:00
8927,2011-04-27 06:54:00-04:00
8928,2011-04-27 06:55:00-04:00
8929,2011-04-27 06:56:00-04:00
8930,2011-04-27 06:57:00-04:00
8931,2011-04-27 06:58:00-04:00
8932,2011-04-27 06:59:00-04:00
8933,2011-04-27 07:00:00-04:00
8934,2011-04-27 07:01:00-04:00
8935,2011-04-27 07:02:00-04:00
8936,2011-04-27 07:03:00-04:00
8937,2011-04-27 07:04:00-04:00
8938,2011-04-27 07:05:00-04:00
8939,2011-04-27 07:06:00-04:00
8940,2011-04-27 07:07:00-04:00
8941,2011-04-27 07:08:00-04:00
8942,2011-04-27 07:09:00-04:00
8943,2011-04-27 07:10:00-04:00
8944,2011-04-27 07:11:00-04:00
8945,2011-04-27 07:12:00-04:00
8946,2011-04-27 07:13:00-04:00
8947,2011-04-27 07:14:00-04:00
8948,2011-04-27 07:15:00-04:00
8949,2011-04-27 07:16:00-04:00
8950,2011-04-27 07:17:00-04:00
8951,2011-04-27 07:18:00-04:00
8952,2011-04-27 07:19:00-04:00
8953,2011-04-27 07:20:00-04:00
8954,2011-04-27 07:21:00-04:00
8955,2011-04-27 07:22:00-04:00
8956,2011-04-27 07:23:00-04:00
8957,2011-04-27 07:24:00-04:00
8958,2011-04-27 07:25:00-04:00
8959,2011-04-27 07:26:00-04:00
8960,2011-04-27 07:27:00-04:00
8961,2011-04-27 07:28:00-04:00
8962,2011-04-27 07:29:00-04:00
8963,2011-04-27 07:30:00-04:00
8964,2011-04-27 07:31:00-04:00
8965,2011-04-27 07:32:00-04:00
8966,2011-04-27 07:33:00-04:00
8967,2011-04-27 07:34:00-04:00
8968,2011-04-27 07:35:00-04:00
8969,2011-04-27 07:36:00-04:00
8970,2011-04-27 07:37:00-04:00
8971,2011-04-27 07:38:00-04:00
8972,2011-04-27 07:39:00-04:00
8973,2011-04-27 07:40:00-04:00
8974,2011-04-27 07:41:00-04:00
8975,2011-04-27 07:42:00-04:00
8976,2011-04-27 07:43:00-04:00
8977,2011-04-27 07:44:00-04:00
8978,2011-04-27 07:45:00-04:00
8979,2011-04-27 07:46:00-04:00
8980,2011-04-27 07:47:00-04:00
8981,2011-04-27 07:48:00-04:00
8982,2011-04-27 07:49:00-04:00
8983,2011-04-27 07:50:00-04:00
8984,2011-04-27 07:51:00-04:00
8985,2011-04-27 07:52:00-04:00
8986,2011-04-27 07:53:00-04:00
8987,2011-04-27 07:54:00-04:00
8988,2011-04-27 07:55:00-04:00
8989,2011-04-27 07:56:00-04:00
8990,2011-04-27 07:57:00-04:00
8991,2011-04-27 07:58:00-04:00
8992,2011-04-27 07:59:00-04:00
8993,2011-04-27 08:00:00-04:00
8994,2011-04-27 08:01:00-04:00
8995,2011-04-27 08:02:00-04:00
8996,2011-04-27 08:03:00-04:00
8997,2011-04-27 08:04:00-04:00
8998,2011-04-27 08:05:00-04:00
8999,2011-04-27 08:06:00-04:00
9000,2011-04-27 08:07:00-04:00
9001,2011-04-27 08:08:00-04:00
9002,2011-04-27 08:09:00-04:00
9003,2011-04-27 08:10:00-04:00
9004,2011-04-27 08:11:00-04:00
9005,2011-04-27 08:12:00-04:00
9006,2011-04-27 08:13:00-04:00
9007,2011-04-27 08:14:00-04:00
9008,2011-04-27 08:15:00-04:00
9009,2011-04-27 08:16:00-04:00
9010,2011-04-27 08:17:00-04:00
9011,2011-04-27 08:18:00-04:00
9012,2011-04-27 08:19:00-04:00
9013,2011-04-27 08:20:00-04:00
9014,2011-04-27 08:21:00-04:00
9015,2011-04-27 08:22:00-04:00
9016,2011-04-27 08:23:00-04:00
9017,2011-04-27 08:24:00-04:00
9018,2011-04-27 08:25:00-04:00
9019,2011-04-27 08:26:00-04:00
9020,2011-04-27 08:27:00-04:00
9021,2011-04-27 08:28:00-04:00
9022,2011-04-27 08:29:00-04:00
9023,2011-04-27 08:30:00-04:00
9024,2011-04-27 08:31:00-04:00
9025,2011-04-27 08:32:00-04:00
9026,2011-04-27 08:33:00-04:00
9027,2011-04-27 08:34:00-04:00
9028,2011-04-27 08:35:00-04:00
9029,2011-04-27 08:36:00-04:00
9030,2011-04-27 08:37:00-04:00
9031,2011-04-27 08:38:00-04:00
9032,2011-04-27 08:39:00-04:00
9033,2011-04-27 08:40:00-04:00
9034,2011-04-27 08:41:00-04:00
9035,2011-04-27 08:42:00-04:00
9036,2011-04-27 08:43:00-04:00
9037,2011-04-27 08:44:00-04:00
9038,2011-04-27 08:45:00-04:00
9039,2011-04-27 08:46:00-04:00
9040,2011-04-27 08:47:00-04:00
9041,2011-04-27 08:48:00-04:00
9042,2011-04-27 08:49:00-04:00
9043,2011-04-27 08:50:00-04:00
9044,2011-04-27 08:51:00-04:00
9045,2011-04-27 08:52:00-04:00
9046,2011-04-27 08:53:00-04:00
9047,2011-04-27 08:54:00-04:00
9048,2011-04-27 08:55:00-04:00
9049,2011-04-27 08:56:00-04:00
9050,2011-04-27 08:57:00-04:00
9051,2011-04-27 08:58:00-04:00
9052,2011-04-27 08:59:00-04:00
9053,2011-04-27 09:00:00-04:00
9054,2011-04-27 09:01:00-04:00
9055,2011-04-27 09:02:00-04:00
9056,2011-04-27 09:03:00-04:00
9057,2011-04-27 09:04:00-04:00
9058,2011-04-27 09:05:00-04:00
9059,2011-04-27 09:06:00-04:00
9060,2011-04-27 09:07:00-04:00
9061,2011-04-27 09:08:00-04:00
9062,2011-04-27 09:09:00-04:00
9063,2011-04-27 09:10:00-04:00
9064,2011-04-27 09:11:00-04:00
9065,2011-04-27 09:12:00-04:00
9066,2011-04-27 09:13:00-04:00
9067,2011-04-27 09:14:00-04:00
9068,2011-04-27 09:15:00-04:00
9069,2011-04-27 09:16:00-04:00
9070,2011-04-27 09:17:00-04:00
9071,2011-04-27 09:18:00-04:00
9072,2011-04-27 09:19:00-04:00
9073,2011-04-27 09:20:00-04:00
9074,2011-04-27 09:21:00-04:00
9075,2011-04-27 09:22:00-04:00
9076,2011-04-27 09:23:00-04:00
9077,2011-04-27 09:24:00-04:00
9078,2011-04-27 09:25:00-04:00
9079,2011-04-27 09:26:00-04:00
9080,2011-04-27 09:27:00-04:00
9081,2011-04-27 09:28:00-04:00
9082,2011-04-27 09:29:00-04:00
9083,2011-04-27 09:30:00-04:00
9084,2011-04-27 09:31:00-04:00
9085,2011-04-27 09:32:00-04:00
9086,2011-04-27 09:33:00-04:00
9087,2011-04-27 09:34:00-04:00
9088,2011-04-27 09:35:00-04:00
9089,2011-04-27 09:36:00-04:00
9090,2011-04-27 09:37:00-04:00
9091,2011-04-27 09:38:00-04:00
9092,2011-04-27 09:39:00-04:00
9093,2011-04-27 09:40:00-04:00
9094,2011-04-27 09:41:00-04:00
9095,2011-04-27 09:42:00-04:00
9096,2011-04-27 09:43:00-04:00
9097,2011-04-27 09:44:00-04:00
9098,2011-04-27 09:45:00-04:00
9099,2011-04-27 09:46:00-04:00
9100,2011-04-27 09:47:00-04:00
9101,2011-04-27 09:48:00-04:00
9102,2011-04-27 09:49:00-04:00
9103,2011-04-27 09:50:00-04:00
9104,2011-04-27 09:51:00-04:00
9105,2011-04-27 09:52:00-04:00
9106,2011-04-27 09:53:00-04:00
9107,2011-04-27 09:54:00-04:00
9108,2011-04-27 09:55:00-04:00
9109,2011-04-27 09:56:00-04:00
9110,2011-04-27 09:57:00-04:00
9111,2011-04-27 09:58:00-04:00
9112,2011-04-27 09:59:00-04:00
9113,2011-04-27 10:00:00-04:00
9114,2011-04-27 10:01:00-04:00
9115,2011-04-27 10:02:00-04:00
9116,2011-04-27 10:03:00-04:00
9117,2011-04-27 10:04:00-04:00
9118,2011-04-27 10:05:00-04:00
9119,2011-04-27 10:06:00-04:00
9120,2011-04-27 10:07:00-04:00
9121,2011-04-27 10:08:00-04:00
9122,2011-04-27 10:09:00-04:00
9123,2011-04-27 10:10:00-04:00
9124,2011-04-27 10:11:00-04:00
9125,2011-04-27 10:12:00-04:00
9126,2011-04-27 10:13:00-04:00
9127,2011-04-27 10:14:00-04:00
9128,2011-04-27 10:15:00-04:00
9129,2011-04-27 10:16:00-04:00
9130,2011-04-27 10:17:00-04:00
9131,2011-04-27 10:18:00-04:00
9132,2011-04-27 10:19:00-04:00
9133,2011-04-27 10:20:00-04:00
9134,2011-04-27 10:21:00-04:00
9135,2011-04-27 10:22:00-04:00
9136,2011-04-27 10:23:00-04:00
9137,2011-04-27 10:24:00-04:00
9138,2011-04-27 10:25:00-04:00
9139,2011-04-27 10:26:00-04:00
9140,2011-04-27 10:27:00-04:00
9141,2011-04-27 10:28:00-04:00
9142,2011-04-27 10:29:00-04:00
9143,2011-04-27 10:30:00-04:00
9144,2011-04-27 10:31:00-04:00
9145,2011-04-27 10:32:00-04:00
9146,2011-04-27 10:33:00-04:00
9147,2011-04-27 10:34:00-04:00
9148,2011-04-27 10:35:00-04:00
9149,2011-04-27 10:36:00-04:00
9150,2011-04-27 10:37:00-04:00
9151,2011-04-27 10:38:00-04:00
9152,2011-04-27 10:39:00-04:00
9153,2011-04-27 10:40:00-04:00
9154,2011-04-27 10:41:00-04:00
9155,2011-04-27 10:42:00-04:00
9156,2011-04-27 10:43:00-04:00
9157,2011-04-27 10:44:00-04:00
9158,2011-04-27 10:45:00-04:00
9159,2011-04-27 10:46:00-04:00
9160,2011-04-27 10:47:00-04:00
9161,2011-04-27 10:48:00-04:00
9162,2011-04-27 10:49:00-04:00
9163,2011-04-27 10:50:00-04:00
9164,2011-04-27 10:51:00-04:00
9165,2011-04-27 10:52:00-04:00
9166,2011-04-27 10:53:00-04:00
9167,2011-04-27 10:54:00-04:00
9168,2011-04-27 10:55:00-04:00
9169,2011-04-27 10:56:00-04:00
9170,2011-04-27 10:57:00-04:00
9171,2011-04-27 10:58:00-04:00
9172,2011-04-27 10:59:00-04:00
9173,2011-04-27 11:00:00-04:00
9174,2011-04-27 11:01:00-04:00
9175,2011-04-27 11:02:00-04:00
9176,2011-04-27 11:03:00-04:00
9177,2011-04-27 11:04:00-04:00
9178,2011-04-27 11:05:00-04:00
9179,2011-04-27 11:06:00-04:00
9180,2011-04-27 11:07:00-04:00
9181,2011-04-27 11:08:00-04:00
9182,2011-04-27 11:09:00-04:00
9183,2011-04-27 11:10:00-04:00
9184,2011-04-27 11:11:00-04:00
9185,2011-04-27 11:12:00-04:00
9186,2011-04-27 11:13:00-04:00
9187,2011-04-27 11:14:00-04:00
9188,2011-04-27 11:15:00-04:00
9189,2011-04-27 11:16:00-04:00
